,f_humidity,f_wind_speed,f_solar_irradiance,f_wind_dir
2022-11-24 16:00:00,67.51714324951172,4.456845760345459,315.2215881347656,40.041160583496094
2022-11-24 16:15:00,68.01604461669922,4.325275421142578,269.1474609375,41.17136764526367
2022-11-24 16:30:00,68.66899871826172,3.9764506816864014,215.63272094726562,39.01158905029297
2022-11-24 16:45:00,69.16108703613281,3.673572063446045,169.76141357421875,37.655208587646484
2022-11-24 17:00:00,69.72714233398438,3.6798558235168457,133.19256591796875,37.636497497558594
2022-11-24 17:15:00,70.17198181152344,3.4613635540008545,103.59624481201172,36.39144515991211
2022-11-24 17:30:00,71.77168273925781,3.411607503890991,82.78133392333984,35.39057540893555
2022-11-24 17:45:00,72.21656036376953,3.160562038421631,56.1417236328125,35.12755584716797
2022-11-24 18:00:00,73.88478088378906,2.943582534790039,0.0,34.62001419067383
2022-11-24 18:15:00,74.3480224609375,2.7419261932373047,0.0,37.723304748535156
2022-11-24 18:30:00,74.07827758789062,2.5891993045806885,0.0,41.527503967285156
2022-11-24 18:45:00,75.34776306152344,2.478271484375,0.0,46.54281997680664
2022-11-24 19:00:00,76.3701171875,2.2808101177215576,0.0,50.463417053222656
2022-11-24 19:15:00,76.26734924316406,2.2255101203918457,0.0,55.438697814941406
2022-11-24 19:30:00,77.7695083618164,2.3120927810668945,0.0,61.34242630004883
2022-11-24 19:45:00,78.527587890625,2.6058602333068848,0.0,65.82146453857422
2022-11-24 20:00:00,78.81571960449219,2.529902696609497,0.0,71.63758850097656
2022-11-24 20:15:00,78.20127868652344,2.5470118522644043,0.0,74.70178985595703
2022-11-24 20:30:00,78.12657165527344,2.734034776687622,0.0,75.69497680664062
2022-11-24 20:45:00,78.483642578125,2.7836079597473145,0.0,77.42134094238281
2022-11-24 21:00:00,78.37213134765625,2.7176334857940674,0.0,76.05806732177734
2022-11-24 21:15:00,79.02647399902344,2.9447813034057617,0.0,71.2803955078125
2022-11-24 21:30:00,78.51358795166016,3.031559944152832,0.0,66.2560043334961
2022-11-24 21:45:00,77.34223175048828,3.1637330055236816,0.0,61.33385467529297
2022-11-24 22:00:00,76.51220703125,3.1439709663391113,0.0,56.24559783935547
2022-11-24 22:15:00,75.84744262695312,3.12319016456604,0.0,54.965782165527344
2022-11-24 22:30:00,75.95491790771484,3.334827184677124,0.0,51.6702766418457
2022-11-24 22:45:00,75.25440979003906,3.548577308654785,0.0,51.31698989868164
2022-11-24 23:00:00,75.32142639160156,3.635333299636841,0.0,53.11949920654297
2022-11-24 23:15:00,74.75472259521484,3.667311906814575,0.0,55.46963119506836
2022-11-24 23:30:00,74.6460952758789,3.7413277626037598,0.0,56.033016204833984
2022-11-24 23:45:00,75.04020690917969,3.754096746444702,0.0,58.2228889465332
2022-11-25 00:00:00,74.2130126953125,4.856085300445557,0.0,68.12894439697266
2022-11-25 00:15:00,73.337158203125,4.621309280395508,0.0,69.38607788085938
2022-11-25 00:30:00,73.41770935058594,4.397076606750488,0.0,69.92749786376953
2022-11-25 00:45:00,72.84931945800781,4.107213497161865,0.0,71.93588256835938
2022-11-25 01:00:00,71.59415435791016,3.9865050315856934,0.0,75.13436126708984
2022-11-25 01:15:00,72.96963500976562,3.8759896755218506,0.0,78.64867401123047
2022-11-25 01:30:00,73.93383026123047,3.831164598464966,0.0,78.53936004638672
2022-11-25 01:45:00,75.02153015136719,3.6825435161590576,0.0,77.97883605957031
2022-11-25 02:00:00,75.26243591308594,3.6970815658569336,0.0,76.29362487792969
2022-11-25 02:15:00,75.8028564453125,3.815058708190918,0.0,74.4398422241211
2022-11-25 02:30:00,76.10418701171875,3.7794103622436523,0.0,74.38776397705078
2022-11-25 02:45:00,75.50066375732422,3.967602252960205,0.0,73.55264282226562
2022-11-25 03:00:00,76.41620635986328,3.8404645919799805,0.0,67.42411804199219
2022-11-25 03:15:00,76.74720001220703,3.918924331665039,0.0,67.93585205078125
2022-11-25 03:30:00,77.56688690185547,3.9018237590789795,0.0,66.4276351928711
2022-11-25 03:45:00,77.92494201660156,3.8599741458892822,0.0,67.18595886230469
2022-11-25 04:00:00,77.38895416259766,3.93727970123291,0.0,64.15217590332031
2022-11-25 04:15:00,77.00263977050781,3.962076187133789,0.0,67.04071044921875
2022-11-25 04:30:00,76.73051452636719,4.000114440917969,0.0,65.69430541992188
2022-11-25 04:45:00,75.91475677490234,3.8665077686309814,0.0,64.8551025390625
2022-11-25 05:00:00,75.9536361694336,3.756864547729492,0.0,65.79683685302734
2022-11-25 05:15:00,75.48286437988281,3.7981860637664795,0.0,72.48062896728516
2022-11-25 05:30:00,75.9588394165039,3.836982011795044,0.0,77.65172576904297
2022-11-25 05:45:00,75.43616485595703,3.8620047569274902,0.0,82.18946838378906
2022-11-25 06:00:00,76.29015350341797,3.8679685592651367,0.0,84.13764953613281
2022-11-25 06:15:00,77.51677703857422,3.7349400520324707,0.0,88.74427795410156
2022-11-25 06:30:00,77.30769348144531,3.6553308963775635,0.0,87.60639190673828
2022-11-25 06:45:00,76.21167755126953,3.610809326171875,0.0,88.83431243896484
2022-11-25 07:00:00,75.63615417480469,3.529792308807373,0.0,89.15802001953125
2022-11-25 07:15:00,74.61246490478516,3.712907314300537,0.0,90.33594512939453
2022-11-25 07:30:00,74.5595932006836,3.9642653465270996,92.29489135742188,83.34319305419922
2022-11-25 07:45:00,73.78006744384766,4.085168361663818,75.51457977294922,80.38706970214844
2022-11-25 08:00:00,72.9102554321289,4.033265590667725,75.6341552734375,74.01034545898438
2022-11-25 08:15:00,71.4197006225586,4.166370868682861,103.42982482910156,68.47704315185547
2022-11-25 08:30:00,69.88877868652344,4.2213945388793945,145.0894317626953,60.588623046875
2022-11-25 08:45:00,68.05903625488281,4.2155232429504395,170.8667755126953,55.78324508666992
2022-11-25 09:00:00,66.75563049316406,4.350948810577393,223.66720581054688,48.594974517822266
2022-11-25 09:15:00,65.22632598876953,4.483252048492432,295.77679443359375,43.17815017700195
2022-11-25 09:30:00,64.38753509521484,4.543313503265381,348.23822021484375,36.78156280517578
2022-11-25 09:45:00,62.76323699951172,4.704721927642822,400.0992431640625,0.36576229333877563
2022-11-25 10:00:00,61.813316345214844,4.685012340545654,433.8481140136719,30.48259162902832
2022-11-25 10:15:00,60.850746154785156,4.772401332855225,431.4510192871094,32.53577423095703
2022-11-25 10:30:00,59.91139602661133,4.910940170288086,461.46295166015625,31.79240608215332
2022-11-25 10:45:00,59.45707702636719,4.924678325653076,528.9594116210938,32.829097747802734
2022-11-25 11:00:00,58.14996337890625,4.914987564086914,538.814208984375,35.16775894165039
2022-11-25 11:15:00,58.500816345214844,4.88525390625,543.2294311523438,0.26319554448127747
2022-11-25 11:30:00,58.578025817871094,4.900308132171631,555.60986328125,43.0733757019043
2022-11-25 11:45:00,57.69136428833008,4.895381927490234,576.2455444335938,46.266876220703125
2022-11-25 12:00:00,57.99772644042969,4.825356960296631,571.4315185546875,48.50746536254883
2022-11-25 12:15:00,57.32527160644531,4.790796279907227,574.1905517578125,49.77071762084961
2022-11-25 12:30:00,57.49852752685547,4.807692050933838,553.3468627929688,52.531532287597656
2022-11-25 12:45:00,57.928321838378906,4.9412641525268555,568.6327514648438,51.47928237915039
2022-11-25 13:00:00,58.602210998535156,4.789756774902344,572.894775390625,49.12593460083008
2022-11-25 13:15:00,58.9837646484375,4.84065055847168,547.5657348632812,46.438499450683594
2022-11-25 13:30:00,59.23265075683594,4.847316741943359,498.47784423828125,45.1775016784668
2022-11-25 13:45:00,59.4799690246582,4.791563510894775,491.99969482421875,41.635231018066406
2022-11-25 14:00:00,59.832611083984375,4.909937381744385,487.23846435546875,43.021915435791016
2022-11-25 14:15:00,60.96025085449219,4.925942420959473,479.2702331542969,42.712608337402344
2022-11-25 14:30:00,61.30867004394531,4.936048984527588,439.02679443359375,43.55876922607422
2022-11-25 14:45:00,62.35789489746094,4.916967868804932,399.6494445800781,44.66189193725586
2022-11-25 15:00:00,63.026039123535156,4.845704078674316,378.1033935546875,46.313961029052734
2022-11-25 15:15:00,63.41717529296875,4.886743545532227,360.7505798339844,48.36200714111328
2022-11-25 15:30:00,64.07499694824219,4.600077152252197,354.96954345703125,48.00408172607422
2022-11-25 15:45:00,65.06999969482422,4.65046501159668,316.1212463378906,46.59793472290039
2022-11-25 16:00:00,65.13825225830078,4.705988883972168,280.18768310546875,47.11286163330078
2022-11-25 16:15:00,66.88075256347656,4.5631585121154785,247.56808471679688,47.7569465637207
2022-11-25 16:30:00,67.60794830322266,4.395160675048828,227.90805053710938,45.91342544555664
2022-11-25 16:45:00,68.97716522216797,4.376864910125732,191.70150756835938,43.0029296875
2022-11-25 17:00:00,70.06483459472656,4.327471733093262,162.19894409179688,43.747928619384766
2022-11-25 17:15:00,71.03245544433594,4.148222923278809,137.0400848388672,43.846832275390625
2022-11-25 17:30:00,70.87727355957031,3.898864984512329,113.67680358886719,42.3552360534668
2022-11-25 17:45:00,72.364501953125,3.723335027694702,76.39814758300781,43.511295318603516
2022-11-25 18:00:00,73.31175994873047,3.547518491744995,0.0,42.67212677001953
2022-11-25 18:15:00,74.01363372802734,3.414482593536377,0.0,42.970455169677734
2022-11-25 18:30:00,74.44435119628906,3.2737441062927246,0.0,45.209754943847656
2022-11-25 18:45:00,74.6939926147461,3.277360200881958,0.0,48.825557708740234
2022-11-25 19:00:00,75.06259155273438,3.1855251789093018,0.0,50.99283218383789
2022-11-25 19:15:00,75.88516235351562,3.1372828483581543,0.0,61.6822509765625
2022-11-25 19:30:00,76.89281463623047,3.181079864501953,0.0,70.28654479980469
2022-11-25 19:45:00,77.59979248046875,3.2674031257629395,0.0,78.59245300292969
2022-11-25 20:00:00,77.14512634277344,3.367748260498047,0.0,83.45713806152344
2022-11-25 20:15:00,77.99459075927734,3.403486967086792,0.0,81.41895294189453
2022-11-25 20:30:00,78.22405242919922,3.293001651763916,0.0,79.63762664794922
2022-11-25 20:45:00,78.18211364746094,3.294581413269043,0.0,74.4710693359375
2022-11-25 21:00:00,77.95769500732422,3.3018555641174316,0.0,68.73101043701172
2022-11-25 21:15:00,77.4960708618164,3.228226661682129,0.0,65.57148742675781
2022-11-25 21:30:00,76.34021759033203,3.2570595741271973,0.0,65.06533813476562
2022-11-25 21:45:00,75.55361938476562,3.254270076751709,0.0,61.72309494018555
2022-11-25 22:00:00,74.58895111083984,3.118095874786377,0.0,61.276123046875
2022-11-25 22:15:00,74.6568832397461,3.006359100341797,0.0,61.75770568847656
2022-11-25 22:30:00,73.46392059326172,2.906202554702759,0.0,59.40793991088867
2022-11-25 22:45:00,73.62954711914062,2.972607374191284,0.0,58.628761291503906
2022-11-25 23:00:00,72.347412109375,3.0818378925323486,0.0,57.789005279541016
2022-11-25 23:15:00,72.6776123046875,3.380086898803711,0.0,59.149288177490234
2022-11-25 23:30:00,72.30494689941406,3.413872718811035,0.0,61.13271713256836
2022-11-25 23:45:00,72.78487396240234,3.3726282119750977,0.0,63.77396011352539
2022-11-26 00:00:00,70.84440612792969,3.415754795074463,0.0,65.5660171508789
2022-11-26 00:15:00,70.73282623291016,3.420294761657715,0.0,66.95490264892578
2022-11-26 00:30:00,71.20954895019531,3.4159092903137207,0.0,66.86112213134766
2022-11-26 00:45:00,71.06432342529297,3.2312512397766113,0.0,67.30626678466797
2022-11-26 01:00:00,71.37555694580078,3.0465574264526367,0.0,70.22368621826172
2022-11-26 01:15:00,72.03241729736328,3.112630844116211,0.0,74.2466049194336
2022-11-26 01:30:00,72.41507720947266,3.253345489501953,0.0,71.8500747680664
2022-11-26 01:45:00,72.94380950927734,3.4577672481536865,0.0,74.7280502319336
2022-11-26 02:00:00,73.8172607421875,3.645646572113037,0.0,73.21253204345703
2022-11-26 02:15:00,74.00502014160156,3.6202728748321533,0.0,73.65526580810547
2022-11-26 02:30:00,74.40965270996094,3.4551849365234375,0.0,70.42276763916016
2022-11-26 02:45:00,74.99893188476562,3.327364444732666,0.0,67.51895904541016
2022-11-26 03:00:00,75.08683776855469,3.2333028316497803,0.0,65.53053283691406
2022-11-26 03:15:00,73.9879379272461,3.2827370166778564,0.0,70.08546447753906
2022-11-26 03:30:00,74.07705688476562,3.268785238265991,0.0,75.17188262939453
2022-11-26 03:45:00,73.27909088134766,3.3338160514831543,0.0,76.51123809814453
2022-11-26 04:00:00,73.00558471679688,3.269388198852539,0.0,81.68623352050781
2022-11-26 04:15:00,72.40155792236328,3.085639715194702,0.0,82.41875457763672
2022-11-26 04:30:00,71.90176391601562,3.16133451461792,0.0,80.46578979492188
2022-11-26 04:45:00,72.04634857177734,3.1867799758911133,0.0,81.87630462646484
2022-11-26 05:00:00,71.0611572265625,3.1944384574890137,0.0,85.92279052734375
2022-11-26 05:15:00,71.07489776611328,3.0817172527313232,0.0,88.85751342773438
2022-11-26 05:30:00,70.67754364013672,2.9640579223632812,0.0,93.61731719970703
2022-11-26 05:45:00,71.10664367675781,2.945413589477539,0.0,96.71412658691406
2022-11-26 06:00:00,70.81330871582031,2.9288675785064697,0.0,103.59231567382812
2022-11-26 06:15:00,70.59026336669922,2.8802499771118164,0.0,103.95103454589844
2022-11-26 06:30:00,70.47838592529297,2.847740888595581,0.0,104.61597442626953
2022-11-26 06:45:00,70.21139526367188,2.908846378326416,0.0,108.82585906982422
2022-11-26 07:00:00,70.21770477294922,2.788034439086914,0.0,109.9802017211914
2022-11-26 07:15:00,69.08613586425781,2.973871946334839,0.0,103.92639923095703
2022-11-26 07:30:00,68.12903594970703,3.0600826740264893,0.0,94.53741455078125
2022-11-26 07:45:00,66.07901763916016,3.1255319118499756,87.92263793945312,83.08968353271484
2022-11-26 08:00:00,64.42996978759766,3.3157496452331543,123.2646484375,70.43109893798828
2022-11-26 08:15:00,62.83537292480469,3.5332581996917725,152.18148803710938,64.78821563720703
2022-11-26 08:30:00,61.33519744873047,3.692516803741455,182.97915649414062,56.76610565185547
2022-11-26 08:45:00,61.18262481689453,3.851223945617676,239.37570190429688,51.68077850341797
2022-11-26 09:00:00,59.40493392944336,3.9351022243499756,305.02166748046875,45.82500076293945
2022-11-26 09:15:00,59.28861618041992,4.1309285163879395,351.14605712890625,41.671871185302734
2022-11-26 09:30:00,58.0765266418457,4.254220962524414,429.5105285644531,34.89878845214844
2022-11-26 09:45:00,57.931617736816406,4.382549285888672,481.210693359375,0.050845831632614136
2022-11-26 10:00:00,56.80842971801758,4.717886447906494,541.7023315429688,29.24798011779785
2022-11-26 10:15:00,56.998199462890625,4.898015022277832,589.8789672851562,31.55368995666504
2022-11-26 10:30:00,56.53589630126953,5.071963787078857,643.2996215820312,30.203481674194336
2022-11-26 10:45:00,57.17765808105469,5.223597049713135,663.5830078125,35.857398986816406
2022-11-26 11:00:00,56.91806411743164,5.357409477233887,709.337890625,38.70721435546875
2022-11-26 11:15:00,56.52193832397461,5.344438552856445,750.83154296875,42.137245178222656
2022-11-26 11:30:00,55.98393249511719,5.475053787231445,779.9583129882812,46.504878997802734
2022-11-26 11:45:00,55.02204132080078,5.517195701599121,812.4569702148438,47.9755859375
2022-11-26 12:00:00,54.944000244140625,5.488957405090332,801.9263916015625,49.934715270996094
2022-11-26 12:15:00,54.63462829589844,5.356781959533691,779.8843994140625,49.3806266784668
2022-11-26 12:30:00,54.35041809082031,5.246877670288086,765.6482543945312,47.778751373291016
2022-11-26 12:45:00,54.05998992919922,5.193260192871094,763.5512084960938,49.31271743774414
2022-11-26 13:00:00,53.16853332519531,5.1131591796875,761.8736572265625,50.90861511230469
2022-11-26 13:15:00,53.01091003417969,5.020074844360352,753.086669921875,52.652591705322266
2022-11-26 13:30:00,53.25008010864258,5.164130687713623,727.6954345703125,49.13147735595703
2022-11-26 13:45:00,53.47218704223633,5.154941082000732,722.1475219726562,48.83088302612305
2022-11-26 14:00:00,54.09033203125,5.10648775100708,687.3958740234375,48.032447814941406
2022-11-26 14:15:00,54.59700393676758,4.955355167388916,649.5031127929688,45.295997619628906
2022-11-26 14:30:00,54.457908630371094,4.967729091644287,645.9342651367188,46.52336502075195
2022-11-26 14:45:00,54.92053985595703,4.808187961578369,620.60693359375,47.345947265625
2022-11-26 15:00:00,55.016998291015625,4.629403114318848,587.4900512695312,50.956600189208984
2022-11-26 15:15:00,55.093990325927734,4.5623064041137695,562.4008178710938,50.82579040527344
2022-11-26 15:30:00,55.63732147216797,4.490476131439209,520.1720581054688,49.79623031616211
2022-11-26 15:45:00,56.03379821777344,4.4309539794921875,487.78271484375,49.42387008666992
2022-11-26 16:00:00,56.989166259765625,4.287906169891357,459.2408752441406,50.875335693359375
2022-11-26 16:15:00,57.04679870605469,4.135172367095947,401.31671142578125,50.50033187866211
2022-11-26 16:30:00,57.092952728271484,3.929253578186035,342.5758361816406,50.215476989746094
2022-11-26 16:45:00,58.08031463623047,3.692650556564331,291.4558410644531,48.468257904052734
2022-11-26 17:00:00,58.94506072998047,3.5953924655914307,241.9029083251953,45.96556091308594
2022-11-26 17:15:00,59.74601364135742,3.4946537017822266,187.16490173339844,45.65113067626953
2022-11-26 17:30:00,61.482460021972656,3.2541630268096924,141.2158966064453,44.78594970703125
2022-11-26 17:45:00,63.12895965576172,3.0159554481506348,104.03205871582031,46.96696853637695
2022-11-26 18:00:00,64.59475708007812,2.8835902214050293,69.91059112548828,46.01251983642578
2022-11-26 18:15:00,65.24459075927734,2.7089436054229736,0.0,51.25517272949219
2022-11-26 18:30:00,65.87684631347656,2.6895437240600586,0.0,56.558528900146484
2022-11-26 18:45:00,65.56398010253906,2.6123623847961426,0.0,64.97149658203125
2022-11-26 19:00:00,66.2874755859375,2.514108657836914,0.0,72.85951232910156
2022-11-26 19:15:00,66.65583038330078,2.598209857940674,0.0,75.97665405273438
2022-11-26 19:30:00,67.21975708007812,2.7987711429595947,0.0,78.78958129882812
2022-11-26 19:45:00,67.33438110351562,2.8444271087646484,0.0,83.28816223144531
2022-11-26 20:00:00,67.2572021484375,2.9791157245635986,0.0,87.50428009033203
2022-11-26 20:15:00,66.62565612792969,3.126415967941284,0.0,84.49482727050781
2022-11-26 20:30:00,65.49066162109375,3.2445976734161377,0.0,82.5348892211914
2022-11-26 20:45:00,64.83517456054688,3.448836326599121,0.0,79.8425521850586
2022-11-26 21:00:00,63.268531799316406,3.5001726150512695,0.0,75.25923919677734
2022-11-26 21:15:00,62.323326110839844,3.622833013534546,0.0,71.90443420410156
2022-11-26 21:30:00,61.16615295410156,3.750121593475342,0.0,70.5006332397461
2022-11-26 21:45:00,60.44325256347656,3.7739975452423096,0.0,71.69156646728516
2022-11-26 22:00:00,58.95295715332031,3.7483890056610107,0.0,66.9767837524414
2022-11-26 22:15:00,57.965267181396484,3.5741865634918213,0.0,66.32557678222656
2022-11-26 22:30:00,56.118080139160156,3.5095043182373047,0.0,65.7996597290039
2022-11-26 22:45:00,55.212249755859375,3.5669941902160645,0.0,69.15322875976562
2022-11-26 23:00:00,54.027381896972656,3.667719841003418,0.0,70.95903015136719
2022-11-26 23:15:00,53.30711364746094,3.8415842056274414,0.0,73.34324645996094
2022-11-26 23:30:00,52.784759521484375,4.027854919433594,0.0,72.56111145019531
2022-11-26 23:45:00,52.25233459472656,4.176946640014648,0.0,73.76177978515625
2022-11-27 00:00:00,48.113800048828125,3.1165237426757812,0.0,68.40812683105469
2022-11-27 00:15:00,49.00544738769531,3.1930902004241943,0.0,76.47333526611328
2022-11-27 00:30:00,49.059261322021484,3.1548895835876465,0.0,81.15550231933594
2022-11-27 00:45:00,49.555484771728516,3.060981273651123,0.0,88.22171783447266
2022-11-27 01:00:00,50.67210388183594,2.9443199634552,0.0,95.38330841064453
2022-11-27 01:15:00,51.440345764160156,3.026071786880493,0.0,97.26238250732422
2022-11-27 01:30:00,52.367610931396484,3.1760501861572266,0.0,97.79118347167969
2022-11-27 01:45:00,52.56330108642578,3.200213670730591,0.0,97.01312255859375
2022-11-27 02:00:00,53.55265808105469,3.2395153045654297,0.0,96.1272964477539
2022-11-27 02:15:00,53.55867004394531,3.3570806980133057,0.0,97.02915954589844
2022-11-27 02:30:00,53.56487274169922,3.4704949855804443,0.0,95.74597930908203
2022-11-27 02:45:00,52.68517303466797,3.6090283393859863,0.0,95.377197265625
2022-11-27 03:00:00,52.27359390258789,3.660475492477417,0.0,96.2364273071289
2022-11-27 03:15:00,52.40322494506836,3.7173497676849365,0.0,93.34288024902344
2022-11-27 03:30:00,51.19240188598633,3.839308738708496,0.0,91.71746826171875
2022-11-27 03:45:00,49.94261169433594,3.865607738494873,0.0,91.17525482177734
2022-11-27 04:00:00,49.153812408447266,3.886411428451538,0.0,93.16300964355469
2022-11-27 04:15:00,48.66383361816406,3.888761281967163,0.0,92.12657928466797
2022-11-27 04:30:00,47.92159652709961,3.9314682483673096,0.0,93.59521484375
2022-11-27 04:45:00,47.54768371582031,3.8743438720703125,0.0,98.59967803955078
2022-11-27 05:00:00,47.23598861694336,3.7921535968780518,0.0,100.34972381591797
2022-11-27 05:15:00,46.903289794921875,3.7466940879821777,0.0,102.00001525878906
2022-11-27 05:30:00,46.98918151855469,3.7311482429504395,0.0,107.82786560058594
2022-11-27 05:45:00,47.71178436279297,3.7553160190582275,0.0,113.62361145019531
2022-11-27 06:00:00,47.59961700439453,3.8303866386413574,0.0,115.98194122314453
2022-11-27 06:15:00,48.02800750732422,3.865459680557251,0.0,119.9657211303711
2022-11-27 06:30:00,47.993896484375,3.9681503772735596,0.0,121.37173461914062
2022-11-27 06:45:00,48.09625244140625,4.052715301513672,0.0,123.80927276611328
2022-11-27 07:00:00,47.53913879394531,4.049915313720703,0.0,124.58892822265625
2022-11-27 07:15:00,48.45133972167969,4.241628646850586,0.0,122.5504379272461
2022-11-27 07:30:00,49.53662872314453,4.421045303344727,0.0,119.25968170166016
2022-11-27 07:45:00,49.425010681152344,4.556553840637207,58.56098937988281,115.85192108154297
2022-11-27 08:00:00,49.88740921020508,4.8081488609313965,75.26655578613281,110.16529083251953
2022-11-27 08:15:00,49.759735107421875,5.001573085784912,138.14830017089844,96.11592864990234
2022-11-27 08:30:00,49.30073547363281,5.1418046951293945,183.38079833984375,83.02759552001953
2022-11-27 08:45:00,49.34962463378906,5.18918514251709,212.947509765625,70.91236877441406
2022-11-27 09:00:00,49.07077407836914,5.232568264007568,259.7658996582031,61.28401184082031
2022-11-27 09:15:00,48.49504852294922,5.477001190185547,339.95819091796875,56.538597106933594
2022-11-27 09:30:00,48.218353271484375,5.720577239990234,397.8492736816406,51.32160568237305
2022-11-27 09:45:00,47.753074645996094,5.962276935577393,467.7464599609375,47.90323257446289
2022-11-27 10:00:00,47.06814193725586,6.132790565490723,545.6444702148438,49.11634063720703
2022-11-27 10:15:00,47.34784698486328,6.306204319000244,584.1376342773438,48.43777847290039
2022-11-27 10:30:00,47.77406311035156,6.543269634246826,635.7672119140625,49.963226318359375
2022-11-27 10:45:00,47.89520263671875,6.7847208976745605,685.7001953125,49.780399322509766
2022-11-27 11:00:00,48.1597900390625,7.087546348571777,725.8471069335938,50.38279342651367
2022-11-27 11:15:00,47.86052703857422,7.331185817718506,745.4297485351562,54.21159362792969
2022-11-27 11:30:00,47.76610565185547,7.371339321136475,765.1099243164062,57.044342041015625
2022-11-27 11:45:00,47.68292236328125,7.347257614135742,791.30078125,62.06021499633789
2022-11-27 12:00:00,47.64809036254883,7.363574981689453,792.8961181640625,64.7695541381836
2022-11-27 12:15:00,47.68537902832031,7.49959135055542,782.1055297851562,67.27542114257812
2022-11-27 12:30:00,47.08931350708008,7.569568157196045,767.6746215820312,67.27642059326172
2022-11-27 12:45:00,46.965431213378906,7.68067741394043,771.9207153320312,67.79823303222656
2022-11-27 13:00:00,47.13071060180664,7.696084022521973,727.1809692382812,64.28311157226562
2022-11-27 13:15:00,47.41600036621094,7.629312992095947,730.9964599609375,65.39244079589844
2022-11-27 13:30:00,47.79618453979492,7.66670036315918,727.5469970703125,64.16691589355469
2022-11-27 13:45:00,48.1885986328125,7.607656955718994,701.3447875976562,64.06103515625
2022-11-27 14:00:00,48.83693313598633,7.6408257484436035,706.2169799804688,62.92914962768555
2022-11-27 14:15:00,49.11634063720703,7.636855125427246,674.3555908203125,62.22905349731445
2022-11-27 14:30:00,49.269771575927734,7.556956768035889,646.7750854492188,62.84617614746094
2022-11-27 14:45:00,49.65026092529297,7.506566524505615,639.451171875,64.96488952636719
2022-11-27 15:00:00,49.76968765258789,7.323422908782959,612.9896240234375,64.66674041748047
2022-11-27 15:15:00,50.268306732177734,7.341000556945801,561.3269653320312,64.09237670898438
2022-11-27 15:30:00,49.709754943847656,7.352217197418213,517.37939453125,63.358428955078125
2022-11-27 15:45:00,49.72808837890625,7.130583763122559,472.4991760253906,65.61333465576172
2022-11-27 16:00:00,50.73335266113281,6.978640079498291,424.9002685546875,63.772918701171875
2022-11-27 16:15:00,50.493438720703125,6.7302422523498535,355.6668395996094,62.78635025024414
2022-11-27 16:30:00,51.38278579711914,6.441608428955078,310.1423645019531,61.80891036987305
2022-11-27 16:45:00,52.13396453857422,6.186452388763428,249.96832275390625,61.43692398071289
2022-11-27 17:00:00,52.330474853515625,5.973077297210693,187.9777069091797,59.774227142333984
2022-11-27 17:15:00,52.98603820800781,5.77543830871582,135.84674072265625,57.781463623046875
2022-11-27 17:30:00,54.51347351074219,5.628926753997803,92.67356872558594,56.72442626953125
2022-11-27 17:45:00,54.765899658203125,5.556594371795654,46.42392349243164,55.55794906616211
2022-11-27 18:00:00,56.168907165527344,5.432420253753662,0.0,56.213253021240234
2022-11-27 18:15:00,57.01307678222656,5.416296482086182,0.0,57.83469772338867
2022-11-27 18:30:00,57.45970916748047,5.394866943359375,0.0,61.551448822021484
2022-11-27 18:45:00,58.68277359008789,5.395393371582031,0.0,63.67688751220703
2022-11-27 19:00:00,59.36506652832031,5.326996326446533,0.0,66.4349594116211
2022-11-27 19:15:00,59.33793640136719,5.119296550750732,0.0,70.25177764892578
2022-11-27 19:30:00,59.12400817871094,5.087379455566406,0.0,76.01207733154297
2022-11-27 19:45:00,59.215599060058594,4.976663589477539,0.0,76.75507354736328
2022-11-27 20:00:00,59.04568862915039,4.925954818725586,0.0,79.1288833618164
2022-11-27 20:15:00,58.76729965209961,4.9476141929626465,0.0,82.38202667236328
2022-11-27 20:30:00,58.346954345703125,4.926339626312256,0.0,81.50495147705078
2022-11-27 20:45:00,58.22573471069336,5.036959648132324,0.0,83.40182495117188
2022-11-27 21:00:00,57.483787536621094,5.0420002937316895,0.0,83.667236328125
2022-11-27 21:15:00,56.998779296875,5.059365272521973,0.0,82.9153823852539
2022-11-27 21:30:00,56.85938262939453,5.055415153503418,0.0,79.73371887207031
2022-11-27 21:45:00,55.88218688964844,5.123874664306641,0.0,75.97834777832031
2022-11-27 22:00:00,56.14828109741211,5.058852195739746,0.0,74.51337432861328
2022-11-27 22:15:00,55.98206329345703,4.989530563354492,0.0,75.96161651611328
2022-11-27 22:30:00,56.46160888671875,5.121972560882568,0.0,73.2552490234375
2022-11-27 22:45:00,56.079769134521484,5.0677337646484375,0.0,72.11236572265625
2022-11-27 23:00:00,56.63432312011719,5.107227325439453,0.0,70.66459655761719
2022-11-27 23:15:00,56.07099914550781,5.269989967346191,0.0,71.73989868164062
2022-11-27 23:30:00,55.375797271728516,5.421738624572754,0.0,72.72171020507812
2022-11-27 23:45:00,54.69586944580078,5.53590202331543,0.0,75.57988739013672
2022-11-28 00:00:00,73.0788803100586,5.372481822967529,0.0,83.54728698730469
2022-11-28 00:15:00,72.24437713623047,5.427501678466797,0.0,84.51250457763672
2022-11-28 00:30:00,70.64702606201172,5.41657018661499,0.0,85.11880493164062
2022-11-28 00:45:00,69.27497100830078,5.475586891174316,0.0,86.28086853027344
2022-11-28 01:00:00,68.89930725097656,5.506284713745117,0.0,88.09420776367188
