,f_humidity,f_wind_speed,f_solar_irradiance,f_wind_dir
2022-08-20 17:15:00,81.48600006103516,6.239660263061523,281.2052917480469,10.64358901977539
2022-08-20 17:30:00,82.49481201171875,6.017459869384766,233.52662658691406,0.7861444354057312
2022-08-20 17:45:00,82.04229736328125,5.786940574645996,192.10865783691406,-16.10381507873535
2022-08-20 18:00:00,81.23079681396484,5.534148216247559,135.37698364257812,15.679230690002441
2022-08-20 18:15:00,81.30010223388672,5.606840133666992,99.91426086425781,4.443264484405518
2022-08-20 18:30:00,81.38675689697266,5.657539367675781,67.51152801513672,18.17314338684082
2022-08-20 18:45:00,80.89187622070312,5.795895576477051,56.464622497558594,4.33829927444458
2022-08-20 19:00:00,80.6837158203125,5.848740577697754,37.0452995300293,18.699953079223633
2022-08-20 19:15:00,80.14947509765625,5.669360637664795,18.965057373046875,40.19448471069336
2022-08-20 19:30:00,79.22535705566406,5.543189525604248,17.03407859802246,21.243589401245117
2022-08-20 19:45:00,79.32471466064453,5.305854320526123,0.0,15.82374382019043
2022-08-20 20:00:00,78.96963500976562,5.119187831878662,0.0,33.0823860168457
2022-08-20 20:15:00,78.3134994506836,5.091680526733398,0.0,29.13640594482422
2022-08-20 20:30:00,76.33419799804688,5.112548828125,0.0,23.588850021362305
2022-08-20 20:45:00,75.67279052734375,5.069840431213379,0.0,40.146419525146484
2022-08-20 21:00:00,74.71044158935547,5.216645240783691,0.0,38.44218444824219
2022-08-20 21:15:00,73.71733856201172,5.3723883628845215,0.0,70.63095092773438
2022-08-20 21:30:00,73.20064544677734,5.501904487609863,0.0,63.831932067871094
2022-08-20 21:45:00,70.92813873291016,5.599400997161865,0.0,45.144046783447266
2022-08-20 22:00:00,71.1410903930664,5.724925994873047,0.0,83.9561767578125
2022-08-20 22:15:00,71.46003723144531,5.774747848510742,0.0,53.692344665527344
2022-08-20 22:30:00,71.53787231445312,5.845057487487793,0.0,70.76486206054688
2022-08-20 22:45:00,71.7183837890625,6.0421061515808105,0.0,63.91635513305664
2022-08-20 23:00:00,71.80812072753906,6.145567417144775,0.0,90.74933624267578
2022-08-20 23:15:00,71.77425384521484,6.094571590423584,0.0,80.85572814941406
2022-08-20 23:30:00,72.1485824584961,5.9546685218811035,0.0,91.0889663696289
2022-08-20 23:45:00,71.82869720458984,5.813809394836426,0.0,97.80620574951172
2022-08-21 00:00:00,43.94203567504883,8.6705322265625,0.0,138.38534545898438
2022-08-21 00:15:00,44.73671340942383,8.019574165344238,0.0,166.5428466796875
2022-08-21 00:30:00,44.936302185058594,7.662642478942871,0.0,145.08370971679688
2022-08-21 00:45:00,46.66878128051758,7.3002166748046875,0.0,147.03399658203125
2022-08-21 01:00:00,47.12595748901367,6.935522079467773,0.0,167.74392700195312
2022-08-21 01:15:00,47.151344299316406,6.556856632232666,0.0,185.8687286376953
2022-08-21 01:30:00,46.745338439941406,6.204318523406982,0.0,188.68295288085938
2022-08-21 01:45:00,46.672157287597656,6.07846736907959,0.0,161.44361877441406
2022-08-21 02:00:00,46.166500091552734,5.869996070861816,0.0,183.5137176513672
2022-08-21 02:15:00,46.21794128417969,5.8866963386535645,0.0,151.3950653076172
2022-08-21 02:30:00,46.43523406982422,5.943747520446777,0.0,165.35411071777344
2022-08-21 02:45:00,46.26554870605469,5.921398162841797,0.0,195.51344299316406
2022-08-21 03:00:00,45.25809097290039,5.880476474761963,0.0,200.2974090576172
2022-08-21 03:15:00,45.146507263183594,5.634767532348633,0.0,174.6627960205078
2022-08-21 03:30:00,45.27019500732422,5.351059436798096,0.0,162.76585388183594
2022-08-21 03:45:00,45.028141021728516,5.164012432098389,0.0,155.3804931640625
2022-08-21 04:00:00,43.88005065917969,4.996016502380371,0.0,165.83743286132812
2022-08-21 04:15:00,49.6450080871582,4.686801910400391,0.0,164.21420288085938
2022-08-21 04:30:00,54.19539260864258,4.170520782470703,0.0,193.64112854003906
2022-08-21 04:45:00,59.11725616455078,3.688121795654297,0.0,174.18150329589844
2022-08-21 05:00:00,64.82308959960938,3.2487010955810547,0.0,173.94496154785156
2022-08-21 05:15:00,62.84390640258789,3.4682695865631104,0.0,159.67686462402344
2022-08-21 05:30:00,62.63739776611328,3.659597396850586,0.0,147.89254760742188
2022-08-21 05:45:00,61.8969841003418,3.8072235584259033,0.0,175.644775390625
2022-08-21 06:00:00,61.818389892578125,3.9764418601989746,0.0,181.60231018066406
2022-08-21 06:15:00,61.42906188964844,4.151737213134766,0.0,172.10440063476562
2022-08-21 06:30:00,60.457122802734375,4.166314125061035,0.0,177.26214599609375
2022-08-21 06:45:00,59.22993469238281,4.2056121826171875,43.86149597167969,163.5817108154297
2022-08-21 07:00:00,58.150875091552734,4.4233784675598145,49.223880767822266,168.36741638183594
2022-08-21 07:15:00,57.14663314819336,4.613409042358398,71.09500122070312,165.36114501953125
2022-08-21 07:30:00,57.77952194213867,4.780669689178467,89.35984802246094,153.07464599609375
2022-08-21 07:45:00,56.39262008666992,5.100707054138184,128.30279541015625,137.9833221435547
2022-08-21 08:00:00,56.00218963623047,5.41929817199707,169.3157958984375,122.59226989746094
2022-08-21 08:15:00,54.655052185058594,5.689328193664551,209.16209411621094,89.05818939208984
2022-08-21 08:30:00,52.86513900756836,5.883516788482666,247.74560546875,67.56475067138672
2022-08-21 08:45:00,52.411766052246094,6.132134914398193,289.02978515625,49.14259338378906
2022-08-21 09:00:00,50.23182678222656,6.305419445037842,351.3851013183594,26.901823043823242
2022-08-21 09:15:00,50.63791275024414,6.605442523956299,391.9703674316406,5.8799729347229
2022-08-21 09:30:00,49.39631652832031,6.8889570236206055,440.8955078125,0.5857096910476685
2022-08-21 09:45:00,49.07328414916992,7.179107666015625,493.92364501953125,2.2334909439086914
2022-08-21 10:00:00,47.57368469238281,7.474107265472412,543.6744384765625,0.39849966764450073
2022-08-21 10:15:00,52.09021759033203,7.192721366882324,604.6629638671875,-19.28143882751465
2022-08-21 10:30:00,56.69870376586914,6.9371161460876465,644.1849365234375,-35.04724884033203
2022-08-21 10:45:00,62.38159942626953,6.60478401184082,659.455810546875,-15.707558631896973
2022-08-21 11:00:00,67.5657730102539,6.379258632659912,694.7600708007812,-28.662595748901367
2022-08-21 11:15:00,66.18366241455078,6.786293029785156,756.1573486328125,-34.93627166748047
2022-08-21 11:30:00,65.19767761230469,7.309144973754883,809.6968994140625,-42.34457778930664
2022-08-21 11:45:00,64.39563751220703,7.867484092712402,853.9364013671875,-28.066835403442383
2022-08-21 12:00:00,63.995147705078125,8.225931167602539,897.91552734375,-9.332727432250977
2022-08-21 12:15:00,62.91271209716797,8.160449028015137,897.8410034179688,-1.475467562675476
2022-08-21 12:30:00,61.46910858154297,8.20556926727295,900.6800537109375,-21.59490203857422
2022-08-21 12:45:00,60.21158218383789,8.116531372070312,905.7672119140625,-9.846796035766602
2022-08-21 13:00:00,59.2649040222168,7.9761552810668945,894.1031494140625,-27.24350357055664
2022-08-21 13:15:00,59.572166442871094,8.047855377197266,863.5728149414062,-29.919870376586914
2022-08-21 13:30:00,58.61165237426758,8.116172790527344,846.284912109375,-28.07793426513672
2022-08-21 13:45:00,57.792884826660156,8.19388198852539,834.71044921875,-11.652825355529785
2022-08-21 14:00:00,57.99618911743164,8.168168067932129,806.0393676757812,-16.948375701904297
2022-08-21 14:15:00,57.1888542175293,7.899056434631348,778.8812255859375,-13.103070259094238
2022-08-21 14:30:00,56.46110153198242,7.624379634857178,731.242431640625,-27.37495231628418
2022-08-21 14:45:00,55.86899185180664,7.319451808929443,704.8528442382812,-13.76036262512207
2022-08-21 15:00:00,55.25270080566406,7.0605854988098145,641.9282836914062,-38.70413589477539
2022-08-21 15:15:00,56.13454818725586,7.0205912590026855,614.3619384765625,-4.245254993438721
2022-08-21 15:30:00,55.210628509521484,7.147420883178711,559.4732666015625,-0.41671812534332275
2022-08-21 15:45:00,54.16804122924805,7.154566764831543,515.67724609375,-2.060727596282959
2022-08-21 16:00:00,54.24964904785156,7.201968193054199,462.863037109375,-14.173346519470215
2022-08-21 16:15:00,58.03583526611328,6.843440532684326,436.9020690917969,-16.32309341430664
2022-08-21 16:30:00,61.62348937988281,6.509700298309326,399.3232116699219,3.158461093902588
2022-08-21 16:45:00,66.04350280761719,6.307898044586182,351.7443542480469,-8.373417854309082
2022-08-21 17:00:00,69.54769134521484,6.09042501449585,311.2999572753906,17.665529251098633
2022-08-21 17:15:00,69.17245483398438,6.167774200439453,269.1697082519531,5.4987263679504395
2022-08-21 17:30:00,68.34971618652344,6.137397289276123,229.12863159179688,27.00397491455078
2022-08-21 17:45:00,68.74679565429688,6.156625270843506,191.7142791748047,7.378983020782471
2022-08-21 18:00:00,67.89544677734375,6.107630252838135,170.18821716308594,3.9700658321380615
2022-08-21 18:15:00,68.56805419921875,5.975531578063965,134.26548767089844,36.52837371826172
2022-08-21 18:30:00,67.89494323730469,5.831326961517334,110.16815948486328,25.71444320678711
2022-08-21 18:45:00,66.93040466308594,5.7683329582214355,97.54713439941406,26.610153198242188
2022-08-21 19:00:00,66.99032592773438,5.623773097991943,64.54536437988281,48.978355407714844
2022-08-21 19:15:00,66.20443725585938,5.539037704467773,64.02013397216797,0.054602473974227905
2022-08-21 19:30:00,65.81241607666016,5.535182476043701,62.70378875732422,62.96469497680664
2022-08-21 19:45:00,64.92388916015625,5.39476203918457,0.0,38.77430725097656
2022-08-21 20:00:00,65.13021850585938,5.451007843017578,0.0,82.6925048828125
2022-08-21 20:15:00,64.12152099609375,5.471230506896973,0.0,82.61404418945312
2022-08-21 20:30:00,62.39216613769531,5.445338726043701,0.0,47.38450622558594
2022-08-21 20:45:00,61.787322998046875,5.389617919921875,0.0,86.62400817871094
2022-08-21 21:00:00,60.05067825317383,5.351672172546387,0.0,83.35031127929688
2022-08-21 21:15:00,58.90170669555664,5.600091934204102,0.0,76.60884094238281
2022-08-21 21:30:00,58.45244216918945,5.823784828186035,0.0,76.46753692626953
2022-08-21 21:45:00,57.0457763671875,6.055665969848633,0.0,71.45209503173828
2022-08-21 22:00:00,55.52350616455078,6.263921737670898,0.0,83.15194702148438
2022-08-21 22:15:00,56.928489685058594,6.1969804763793945,0.0,110.02314758300781
2022-08-21 22:30:00,59.316009521484375,6.065434455871582,0.0,107.98495483398438
2022-08-21 22:45:00,62.82480239868164,5.786525726318359,0.0,131.43418884277344
2022-08-21 23:00:00,64.03662109375,5.515330791473389,0.0,124.35697174072266
2022-08-21 23:15:00,63.724849700927734,5.79132080078125,0.0,88.88581085205078
2022-08-21 23:30:00,62.56346893310547,6.046013355255127,0.0,103.43743896484375
2022-08-21 23:45:00,61.698116302490234,6.369014739990234,0.0,105.74112701416016
2022-08-22 00:00:00,53.938907623291016,8.040863037109375,0.0,169.17930603027344
2022-08-22 00:15:00,53.16994857788086,7.951793193817139,0.0,121.89864349365234
2022-08-22 00:30:00,53.047428131103516,7.899360179901123,0.0,150.18128967285156
2022-08-22 00:45:00,52.43630599975586,7.807336807250977,0.0,161.25209045410156
2022-08-22 01:00:00,51.912776947021484,7.764878749847412,0.0,150.07025146484375
2022-08-22 01:15:00,52.166107177734375,7.570006370544434,0.0,151.9542694091797
2022-08-22 01:30:00,52.57752990722656,7.44648551940918,0.0,160.6203155517578
2022-08-22 01:45:00,51.10359573364258,7.297733306884766,0.0,158.88172912597656
2022-08-22 02:00:00,52.22624206542969,7.171749591827393,0.0,161.96987915039062
2022-08-22 02:15:00,51.243865966796875,7.0842695236206055,0.0,189.4868621826172
2022-08-22 02:30:00,51.357242584228516,6.913691997528076,0.0,176.07188415527344
2022-08-22 02:45:00,50.86672592163086,6.959743499755859,0.0,171.409423828125
2022-08-22 03:00:00,49.86541748046875,6.9223480224609375,0.0,176.5410919189453
2022-08-22 03:15:00,48.765846252441406,6.880978107452393,0.0,167.05300903320312
2022-08-22 03:30:00,48.072147369384766,6.839404106140137,0.0,173.49571228027344
2022-08-22 03:45:00,45.80487823486328,6.828818321228027,0.0,144.88645935058594
2022-08-22 04:00:00,44.77798843383789,6.766790390014648,0.0,176.90792846679688
2022-08-22 04:15:00,46.23691177368164,6.9345502853393555,0.0,185.72686767578125
2022-08-22 04:30:00,46.34975814819336,7.123598575592041,0.0,167.86550903320312
2022-08-22 04:45:00,47.212581634521484,7.295114994049072,0.0,156.10409545898438
2022-08-22 05:00:00,47.978633880615234,7.42209529876709,0.0,181.7987518310547
2022-08-22 05:15:00,47.219482421875,7.064794063568115,0.0,180.77835083007812
2022-08-22 05:30:00,46.48605728149414,6.7341814041137695,0.0,171.54769897460938
2022-08-22 05:45:00,46.49190139770508,6.453098773956299,0.0,171.4324951171875
2022-08-22 06:00:00,46.11940002441406,6.149897575378418,0.0,165.5061492919922
2022-08-22 06:15:00,46.573211669921875,6.091957092285156,0.0,176.162109375
2022-08-22 06:30:00,46.886783599853516,6.154593467712402,0.0,170.3033905029297
2022-08-22 06:45:00,47.58846664428711,6.35122537612915,37.38077163696289,168.0922393798828
2022-08-22 07:00:00,47.282310485839844,6.441811561584473,45.2728385925293,161.45555114746094
2022-08-22 07:15:00,49.49062728881836,6.546759605407715,61.33259201049805,170.06454467773438
2022-08-22 07:30:00,47.95571517944336,6.957676887512207,90.21205139160156,169.7115020751953
2022-08-22 07:45:00,48.10346221923828,7.180397987365723,123.69615173339844,150.4658660888672
2022-08-22 08:00:00,48.06437301635742,7.320111274719238,159.00814819335938,124.00936126708984
2022-08-22 08:15:00,48.477203369140625,7.374941825866699,186.76893615722656,100.53651428222656
2022-08-22 08:30:00,49.0561637878418,7.481019973754883,231.91525268554688,88.55144500732422
2022-08-22 08:45:00,49.74357223510742,7.638430118560791,297.0643615722656,56.140716552734375
2022-08-22 09:00:00,49.27463150024414,7.768547534942627,372.6465148925781,20.00210952758789
2022-08-22 09:15:00,49.34097671508789,7.952681064605713,414.2178955078125,30.665088653564453
2022-08-22 09:30:00,50.098854064941406,8.066560745239258,439.1525573730469,11.162178039550781
2022-08-22 09:45:00,49.80008316040039,8.342246055603027,487.20965576171875,9.417598724365234
2022-08-22 10:00:00,50.5726203918457,8.596267700195312,558.6687622070312,7.7450714111328125
2022-08-22 10:15:00,51.87545394897461,8.381278991699219,588.901611328125,2.4716904163360596
2022-08-22 10:30:00,52.976783752441406,8.270769119262695,602.389892578125,-13.037332534790039
2022-08-22 10:45:00,53.79370880126953,8.01925277709961,624.5578002929688,4.830893516540527
2022-08-22 11:00:00,54.659664154052734,7.792024612426758,660.6773681640625,-2.1573479175567627
2022-08-22 11:15:00,54.28730773925781,7.910727500915527,737.9953002929688,3.272128105163574
2022-08-22 11:30:00,53.6058464050293,8.048381805419922,797.7305908203125,-2.6412055492401123
2022-08-22 11:45:00,53.76968002319336,8.227230072021484,845.4988403320312,11.250106811523438
2022-08-22 12:00:00,53.71287155151367,8.22170639038086,899.922119140625,3.016117572784424
2022-08-22 12:15:00,53.61335754394531,8.223325729370117,908.86083984375,12.376574516296387
2022-08-22 12:30:00,53.841732025146484,8.285859107971191,917.5610961914062,8.133139610290527
2022-08-22 12:45:00,54.97071075439453,8.452324867248535,919.01806640625,29.001161575317383
2022-08-22 13:00:00,55.22999572753906,8.542969703674316,910.21630859375,23.076400756835938
2022-08-22 13:15:00,55.71678924560547,8.549674987792969,897.7716674804688,17.03934669494629
2022-08-22 13:30:00,54.962890625,8.531705856323242,891.6187133789062,18.64549446105957
2022-08-22 13:45:00,55.66226577758789,8.514434814453125,878.0421142578125,21.576175689697266
2022-08-22 14:00:00,56.026283264160156,8.568486213684082,855.9984741210938,12.491683006286621
2022-08-22 14:15:00,55.70903396606445,8.576693534851074,819.9246215820312,-0.861229419708252
2022-08-22 14:30:00,55.82433319091797,8.639392852783203,778.0833129882812,10.183768272399902
2022-08-22 14:45:00,57.353607177734375,8.517219543457031,752.1201171875,-4.667210102081299
2022-08-22 15:00:00,57.299922943115234,8.603860855102539,726.653564453125,11.211106300354004
2022-08-22 15:15:00,56.89775466918945,8.602991104125977,685.7363891601562,-1.050862193107605
2022-08-22 15:30:00,56.65053176879883,8.560430526733398,643.4158935546875,3.154520034790039
2022-08-22 15:45:00,57.51124954223633,8.557894706726074,607.3200073242188,0.7171163558959961
2022-08-22 16:00:00,57.269168853759766,8.525437355041504,551.5556030273438,0.11091623455286026
2022-08-22 16:15:00,59.669097900390625,8.756119728088379,508.8815002441406,-19.83562660217285
2022-08-22 16:30:00,62.59773635864258,9.043920516967773,462.6094970703125,12.393378257751465
2022-08-22 16:45:00,65.05330657958984,9.344964027404785,410.49456787109375,12.06394100189209
2022-08-22 17:00:00,67.321533203125,9.508506774902344,365.488037109375,-0.1372785121202469
2022-08-22 17:15:00,67.22010803222656,9.091352462768555,314.64642333984375,-4.017735958099365
2022-08-22 17:30:00,66.57981872558594,8.564817428588867,260.61083984375,-16.437952041625977
2022-08-22 17:45:00,65.94959259033203,8.137789726257324,204.95596313476562,-7.356030464172363
2022-08-22 18:00:00,66.37833404541016,7.630805015563965,152.94161987304688,-0.38837742805480957
2022-08-22 18:15:00,65.51026153564453,7.419379234313965,115.64289093017578,13.363164901733398
2022-08-22 18:30:00,65.39058685302734,7.2874250411987305,81.23115539550781,11.412459373474121
2022-08-22 18:45:00,65.00782775878906,7.129959583282471,53.21215057373047,13.689798355102539
2022-08-22 19:00:00,64.9146728515625,7.014584541320801,33.923667907714844,30.8046932220459
2022-08-22 19:15:00,64.60009002685547,6.841333866119385,26.255901336669922,20.094316482543945
2022-08-22 19:30:00,64.1942367553711,6.7633538246154785,0.0,41.62203598022461
2022-08-22 19:45:00,63.94139862060547,6.727779865264893,0.0,38.04371643066406
2022-08-22 20:00:00,62.01646423339844,6.736148834228516,0.0,28.284353256225586
2022-08-22 20:15:00,61.86454772949219,6.667182922363281,0.0,59.08727264404297
2022-08-22 20:30:00,61.63487243652344,6.658878803253174,0.0,42.36473846435547
2022-08-22 20:45:00,61.452091217041016,6.551548957824707,0.0,59.5098991394043
2022-08-22 21:00:00,61.240516662597656,6.499390602111816,0.0,45.37507247924805
2022-08-22 21:15:00,61.08122634887695,6.464103698730469,0.0,57.06258010864258
2022-08-22 21:30:00,59.840553283691406,6.333273887634277,0.0,72.13642120361328
2022-08-22 21:45:00,59.56690979003906,6.218794345855713,0.0,78.55518341064453
2022-08-22 22:00:00,60.00822067260742,6.0850372314453125,0.0,89.28244018554688
2022-08-22 22:15:00,64.3320541381836,6.341444969177246,0.0,82.51608276367188
2022-08-22 22:30:00,67.83153533935547,6.530879497528076,0.0,93.18480682373047
2022-08-22 22:45:00,72.56580352783203,6.761364936828613,0.0,103.71727752685547
2022-08-22 23:00:00,77.16036987304688,6.8866777420043945,0.0,114.17323303222656
2022-08-22 23:15:00,75.70133209228516,6.641867160797119,0.0,108.18165588378906
2022-08-22 23:30:00,74.63655853271484,6.490166664123535,0.0,114.62073516845703
2022-08-22 23:45:00,74.09231567382812,6.162559509277344,0.0,113.06542205810547
2022-08-23 00:00:00,92.87176513671875,6.177590370178223,0.0,66.0107192993164
2022-08-23 00:15:00,90.88040161132812,6.088037967681885,0.0,87.2507095336914
2022-08-23 00:30:00,89.11263275146484,6.104978561401367,0.0,40.64174270629883
2022-08-23 00:45:00,88.5841064453125,6.050144195556641,0.0,54.521888732910156
2022-08-23 01:00:00,87.36544799804688,5.955218315124512,0.0,99.44158172607422
2022-08-23 01:15:00,85.4453353881836,5.897078037261963,0.0,62.88457107543945
2022-08-23 01:30:00,84.88355255126953,5.9124650955200195,0.0,62.44719314575195
2022-08-23 01:45:00,84.46631622314453,5.855734348297119,0.0,100.045654296875
2022-08-23 02:00:00,81.51034545898438,5.767272472381592,0.0,99.50170135498047
2022-08-23 02:15:00,79.76251983642578,5.57130765914917,0.0,119.52774810791016
2022-08-23 02:30:00,79.57413482666016,5.453137397766113,0.0,146.1694793701172
2022-08-23 02:45:00,79.213623046875,5.242737293243408,0.0,121.92626953125
2022-08-23 03:00:00,77.11357116699219,5.109884262084961,0.0,125.02745819091797
2022-08-23 03:15:00,75.57167053222656,5.014278411865234,0.0,120.11077880859375
2022-08-23 03:30:00,74.50173950195312,4.927833557128906,0.0,144.40939331054688
2022-08-23 03:45:00,71.81342315673828,4.753870964050293,0.0,134.47120666503906
2022-08-23 04:00:00,70.61591339111328,4.5983171463012695,0.0,116.60480499267578
2022-08-23 04:15:00,75.61674499511719,4.858247756958008,0.0,111.65742492675781
2022-08-23 04:30:00,81.64747619628906,4.988024711608887,0.0,117.38630676269531
2022-08-23 04:45:00,86.92790985107422,5.220134735107422,0.0,100.12501525878906
2022-08-23 05:00:00,93.22096252441406,5.376176357269287,0.0,121.75128936767578
2022-08-23 05:15:00,92.34954071044922,5.272583484649658,0.0,125.27586364746094
2022-08-23 05:30:00,89.87350463867188,5.353647708892822,0.0,123.92298889160156
2022-08-23 05:45:00,89.52642059326172,5.392035007476807,0.0,134.8888397216797
2022-08-23 06:00:00,88.50064849853516,5.440946102142334,0.0,158.9263916015625
2022-08-23 06:15:00,86.74916076660156,5.3111114501953125,0.0,148.1243133544922
2022-08-23 06:30:00,86.65325164794922,5.12551212310791,0.0,147.97703552246094
2022-08-23 06:45:00,85.67503356933594,4.932915687561035,67.8370361328125,113.56613159179688
2022-08-23 07:00:00,85.58158111572266,4.86063814163208,69.85872650146484,121.42544555664062
2022-08-23 07:15:00,84.50779724121094,5.022830963134766,90.50126647949219,124.2548828125
2022-08-23 07:30:00,83.8073959350586,5.152039051055908,116.10882568359375,108.2042236328125
2022-08-23 07:45:00,81.65393829345703,5.330925464630127,145.5295867919922,130.62814331054688
2022-08-23 08:00:00,80.83092498779297,5.536808967590332,187.55831909179688,104.26628875732422
2022-08-23 08:15:00,78.38166046142578,5.874372959136963,230.32553100585938,78.10891723632812
2022-08-23 08:30:00,78.55062103271484,6.27578592300415,268.13421630859375,56.65264129638672
2022-08-23 08:45:00,74.50861358642578,6.607588768005371,320.3817138671875,48.297386169433594
2022-08-23 09:00:00,74.14525604248047,7.0530595779418945,385.2961120605469,42.7331657409668
2022-08-23 09:15:00,71.10565185546875,7.247172832489014,415.9000244140625,47.199214935302734
2022-08-23 09:30:00,70.7912826538086,7.287527561187744,451.28570556640625,28.332727432250977
2022-08-23 09:45:00,69.99636840820312,7.4121809005737305,498.2973937988281,23.79561996459961
2022-08-23 10:00:00,67.66547393798828,7.58195161819458,568.940673828125,2.25742769241333
2022-08-23 10:15:00,70.88551330566406,7.562421798706055,616.3578491210938,-5.096296310424805
2022-08-23 10:30:00,73.57099914550781,7.594509601593018,657.8662719726562,10.044194221496582
2022-08-23 10:45:00,77.01576232910156,7.596590518951416,689.4525756835938,-13.148621559143066
2022-08-23 11:00:00,78.7752456665039,7.619728088378906,721.989501953125,-13.728432655334473
2022-08-23 11:15:00,78.69891357421875,7.783786773681641,779.1363525390625,-12.769752502441406
2022-08-23 11:30:00,77.55171203613281,7.858263969421387,826.0972900390625,-4.970057487487793
2022-08-23 11:45:00,78.09365844726562,8.021780967712402,862.4513549804688,58.08707809448242
2022-08-23 12:00:00,77.3215103149414,8.221770286560059,882.257568359375,12.601007461547852
2022-08-23 12:15:00,77.60370635986328,8.306283950805664,902.93310546875,13.064895629882812
2022-08-23 12:30:00,76.69991302490234,8.248729705810547,911.8661499023438,15.733378410339355
2022-08-23 12:45:00,76.70387268066406,8.343894958496094,915.7776489257812,17.799179077148438
2022-08-23 13:00:00,76.44131469726562,8.422904014587402,906.7012939453125,10.143380165100098
2022-08-23 13:15:00,76.70790100097656,8.372888565063477,881.0592041015625,18.541725158691406
2022-08-23 13:30:00,77.89990997314453,8.49658489227295,870.97509765625,4.421472549438477
2022-08-23 13:45:00,76.7820816040039,8.540982246398926,855.053466796875,31.03896713256836
2022-08-23 14:00:00,76.7646255493164,8.778220176696777,831.7174682617188,0.11012274771928787
2022-08-23 14:15:00,76.45689392089844,8.628586769104004,811.2299194335938,-5.173534393310547
2022-08-23 14:30:00,76.13558959960938,8.459755897521973,787.5941162109375,30.0328426361084
2022-08-23 14:45:00,75.38009643554688,8.274741172790527,766.7868041992188,41.78257369995117
2022-08-23 15:00:00,74.1369857788086,8.126307487487793,723.3994140625,34.10831069946289
2022-08-23 15:15:00,75.47198486328125,8.07279109954834,689.2581787109375,24.398141860961914
2022-08-23 15:30:00,74.5754165649414,7.9836602210998535,641.5856323242188,45.885196685791016
2022-08-23 15:45:00,74.8318099975586,8.048291206359863,591.4432373046875,39.54248046875
2022-08-23 16:00:00,75.01044464111328,8.02573013305664,551.42626953125,14.54603099822998
2022-08-23 16:15:00,77.14752960205078,8.220939636230469,508.51043701171875,20.591197967529297
2022-08-23 16:30:00,79.40998077392578,8.246673583984375,457.2802734375,10.518696784973145
2022-08-23 16:45:00,83.15812683105469,8.286949157714844,418.22210693359375,7.043581485748291
2022-08-23 17:00:00,85.44751739501953,8.371097564697266,371.6085205078125,23.27159881591797
2022-08-23 17:15:00,85.76303100585938,8.037117958068848,310.5701904296875,21.323570251464844
2022-08-23 17:30:00,86.09082794189453,7.829098224639893,248.6565704345703,8.513415336608887
2022-08-23 17:45:00,86.60713195800781,7.589528560638428,193.12405395507812,25.273822784423828
2022-08-23 18:00:00,86.76957702636719,7.200817108154297,148.89234924316406,12.531981468200684
2022-08-23 18:15:00,86.56830596923828,6.990911483764648,115.44922637939453,-0.7131145596504211
2022-08-23 18:30:00,87.74115753173828,6.784777641296387,86.9548110961914,19.72951316833496
2022-08-23 18:45:00,87.39794158935547,6.544569492340088,65.06312561035156,31.607362747192383
2022-08-23 19:00:00,87.88790893554688,6.448437213897705,53.154361724853516,48.99129867553711
2022-08-23 19:15:00,87.01730346679688,6.201447486877441,55.544010162353516,51.479637145996094
2022-08-23 19:30:00,86.58514404296875,6.058328151702881,0.0,28.503734588623047
2022-08-23 19:45:00,85.66449737548828,5.942945957183838,0.0,41.0609016418457
2022-08-23 20:00:00,86.18836975097656,5.83622932434082,0.0,62.9689826965332
2022-08-23 20:15:00,85.82684326171875,5.881386756896973,0.0,65.71671295166016
2022-08-23 20:30:00,85.58281707763672,5.861668586730957,0.0,89.53036499023438
2022-08-23 20:45:00,83.45845794677734,5.8075456619262695,0.0,89.41580963134766
2022-08-23 21:00:00,83.31026458740234,5.767217636108398,0.0,68.68828582763672
2022-08-23 21:15:00,80.87911987304688,5.641499996185303,0.0,72.4669189453125
2022-08-23 21:30:00,80.71150970458984,5.50938081741333,0.0,71.34912872314453
2022-08-23 21:45:00,80.69139862060547,5.3775739669799805,0.0,51.47037124633789
2022-08-23 22:00:00,79.15846252441406,5.194880485534668,0.0,77.45479583740234
2022-08-23 22:15:00,84.30191802978516,5.337542533874512,0.0,94.31670379638672
2022-08-23 22:30:00,90.72281646728516,5.562811851501465,0.0,68.81678771972656
2022-08-23 22:45:00,95.2099609375,5.771651268005371,0.0,68.05343627929688
2022-08-23 23:00:00,101.26346588134766,6.042149066925049,0.0,85.6343994140625
2022-08-23 23:15:00,99.95880126953125,5.8518290519714355,0.0,79.40523529052734
2022-08-23 23:30:00,97.18106079101562,5.613381385803223,0.0,114.74630737304688
2022-08-23 23:45:00,95.82568359375,5.44108247756958,0.0,105.9924545288086
2022-08-24 00:00:00,103.33146667480469,4.626586437225342,0.0,123.05559539794922
2022-08-24 00:15:00,101.9130859375,4.653369426727295,0.0,106.98676300048828
2022-08-24 00:30:00,100.7767333984375,4.830602645874023,0.0,137.3740234375
2022-08-24 00:45:00,99.9577865600586,4.824952125549316,0.0,98.70095825195312
2022-08-24 01:00:00,98.3491439819336,4.792072296142578,0.0,103.3486099243164
2022-08-24 01:15:00,97.20626831054688,4.752834320068359,0.0,102.09833526611328
2022-08-24 01:30:00,96.42391967773438,4.881125450134277,0.0,139.3647918701172
2022-08-24 01:45:00,94.76119995117188,4.956331729888916,0.0,117.31309509277344
